song_name,name,song_id,cluster
Stop! In The Name Of Love,The Supremes,3pE82b3e5A4WVA5ooHHWr4,1
Paranoid Android,Radiohead,2nTsKOXIVGDf2iPeVQO2Gm,0
Cigarettes And Chocolate Milk,Rufus Wainwright,3l6EkMrhwXPSVEuTDksWB8,1
Keep the Car Running,Arcade Fire,4KjdLo9JWJEKYoAJ8spkat,3
Only The Truth,The Last Shadow Puppets,5Im1vDZEXph5f1vpoyiW8I,2
Only The Truth,Alex Turner,5Im1vDZEXph5f1vpoyiW8I,2
Only The Truth,Miles Kane,5Im1vDZEXph5f1vpoyiW8I,2
Little Deuce Coupe,The Beach Boys,6MCP4GNpwnnWanKCCpJiYO,0
Maggie May - Single Version,Rod Stewart,4frRUz1ZN5WhzvOWDrJqBg,1
Band Of Gold (Single Mix),Freda Payne,4o7pdbMDw6XwfXZFCZDoUH,2
Peach,Prince,6pEjJfpxyHwLcvcWMqVyyd,0
Jet,Paul McCartney,3MDORGJMaMiL6317MiV8sn,0
Jet,Wings,3MDORGJMaMiL6317MiV8sn,0
From The Floorboards Up,Paul Weller,1CnUMfEJN74W8mV0OraOS8,0
Black Celebration,Depeche Mode,5btaBUeFhGDC22oRgltzIj,2
Promised You A Miracle,Simple Minds,5tRubOHsxtbjeMzk2UNkFh,2
The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,2
The Resurrectionist - 2017 Remaster,Pet Shop Boys,3knrQt34U3rQYnbGiBTn9N,0
Conquest of Paradise,Vangelis,5avVpUakfMHD6qGpaH26CF,4
The Tide Is High,Blondie,52Rp3xBJFYYdmpgzDy0Quf,0
"Together In Electric Dreams - Remastered 2003 / From ""Electric Dreams"" Original Motion Picture Soundtrack",Phil Oakey,0Ytxje4D5iXTHN3MOCC5jS,3
"Together In Electric Dreams - Remastered 2003 / From ""Electric Dreams"" Original Motion Picture Soundtrack",Giorgio Moroder,0Ytxje4D5iXTHN3MOCC5jS,3
Interlude - Extended,Morrissey,63njkCgxhpYa0vbpuiHpqK,5
Interlude - Extended,Siouxsie,63njkCgxhpYa0vbpuiHpqK,5
In Denial,Pet Shop Boys,4X0gBLTrQ0Yd1eSjr0I84K,3
In Denial,Kylie Minogue,4X0gBLTrQ0Yd1eSjr0I84K,3
Entry of the Gladiators (Arr. for Brass Ensemble),Julius Fučík,2x0iD3KWQJq42iizPCMg3e,4
Entry of the Gladiators (Arr. for Brass Ensemble),The Philip Jones Brass Ensemble,2x0iD3KWQJq42iizPCMg3e,4
Entry of the Gladiators (Arr. for Brass Ensemble),Elgar Howarth,2x0iD3KWQJq42iizPCMg3e,4
Main Title,John Williams,3ZSf1TJZyRb0rnWYuUtdX4,4
Main Title,London Symphony Orchestra,3ZSf1TJZyRb0rnWYuUtdX4,4
"Radio, Radio",Elvis Costello & The Attractions,5id89YEeE3dRcUlHuovFEz,3
In the Meantime,Spacehog,02lTDOxHeXTHsdwXoz6lpC,0
In The Basement - Pt. 1,Etta James,7juGsvjVcJUfPxJ98lQZDW,0
In The Basement - Pt. 1,Sugar Pie DeSanto,7juGsvjVcJUfPxJ98lQZDW,0
"Hello, Goodbye - Remastered",The Beatles,7c76SiAfT7JkMiCm8BBCcP,3
Everybody's Happy Nowadays,Buzzcocks,55N6XPkC4jQ9TAQsAAhvej,0
3 A.M. Eternal,The KLF,4EO7E6OTT3FvYt8ORWLuSH,2
Hush - 1998 Remaster,Deep Purple,2Vim06YsRb4uJRpbeq6NR6,0
Mr. Bojangles - Single Version,Sammy Davis Jr.,1ijH8NGWiKytAYKZMyT0Bg,5
Sweden,The Divine Comedy,3NCbNaRyHi3wySKwpWjcJO,5
Ball Of Confusion (Single Edit),Love and Rockets,4RPWNX6qXSyiv9Ei4wBbqr,2
Upfield,Billy Bragg,54t4hNgpbnEu3HEDdauoWn,0
This Girl's in Love with You,Dionne Warwick,2HqpKpJvMrckAP9CPZHF7U,1
The Obvious Child,Paul Simon,1deWgqhgAzI6dY35TbKKh7,0
True - Single Edit,Spandau Ballet,0CsM8VGDi38kusMv3pxyj1,3
Good Tradition,Tanita Tikaram,2ZvxVooX6KcXDxhymTTk2H,3
Shaking The Tree,Peter Gabriel,3ZyL0IRRuUdDthICoWD6x7,3
Where The Streets Have No Name - Remastered 2007,U2,08VathPRD6nlITJ2uBDVG4,3
Accident Waiting to Happen - Red Star Version,Billy Bragg,4BgBxeNoahIpbJ1NJvHRSq,3
Watching The Wheels - Remastered 2010,John Lennon,26Kw6zBo3Uy98q5LTlFfVJ,3
Birthday,The Sugarcubes,5zpRUKG7MSRZvNjr25vJsl,3
I Never Loved a Man (The Way I Love You),Aretha Franklin,1hES47PrbU8GPTI5A9lsr0,1
Ain't No Stoppin' Us Now - Single Version,McFadden & Whitehead,1ba8K0w85tqNak6s6G5GcF,3
Under the Moon of Love,Showaddywaddy,34LMQb9wE70d6KhZhzHUo1,3
The Walk,The Cure,3YjrW1eYPTtcDwfGyDwdtn,2
I Saw Her Again - Single Version,The Mamas & The Papas,2UizutYVqaB33jCHbSoi0d,2
"1, 2, 3, 4, 5",Neneh Cherry,04usbaoRDUEFLeX4Hg0BAf,0
"1, 2, 3, 4, 5",Trout,04usbaoRDUEFLeX4Hg0BAf,0
Cruel Circus,The Colourfield,3Kl8jQX19JKUxH27NvRiS7,0
Lightning - Vocal,Philip Glass Ensemble,7dFJ16gEj6Hk1Rlc1RUQpX,3
Lightning - Vocal,Janice Pendarvis,7dFJ16gEj6Hk1Rlc1RUQpX,3
Shy Boy,Bananarama,0yibudOz911NfRzLkl6QLN,0
"When Do I get to Sing ""My Way""",Sparks,2zcatTrATNMGMTYg8I4mPN,2
The Floral Dance,Brighouse And Rastrick Brass Band,1QfaXzeHGPavaO5GOV8HDu,4
Locked Out,Crowded House,5NhqHj3Pu2TO9QcX7bFDvZ,2
Where Hides Sleep - 2009 Remastered,Alison Moyet,0wQw4zfr3FGSRR8WwYk71h,2
Everything Is Average Nowadays,Kaiser Chiefs,3bVqFag8EXGHPqvSg0QByg,0
"The ""In"" Crowd",Dobie Gray,7m39WxltDLxpW08Yzd5nT5,0
Passionate Friend,The Teardrop Explodes,7mOgT9naDzRPiRlzOEcv2G,3
I'm Being Followed by the Rolling Stones,Murray Lachlan Young,6u1dlFHg7SIJO9tcLcWPkE,5
Be With You - Single Mix,The Bangles,39qcM4KB0xq0G8No41ljaK,2
It's You,EMF,2dr9AWGVNVDmP9PE5JtZJa,3
"Did You Give the World Some Love Today, Baby",Doris,3X4JH0aBqKKAamYkpj5xer,3
When,Showaddywaddy,6mUEWOIqU0PnQFJxWMmM3z,3
My October Symphony - 2018 Remaster,Pet Shop Boys,0ZrZI73are120lYItRGvLr,2
Black Suits Comin' (Nod Ya Head),Will Smith introducing TRÂ-KNOX,1xOM3M5U1Mjpj4WFiHcf35,3
Black Suits Comin' (Nod Ya Head),Traknox,1xOM3M5U1Mjpj4WFiHcf35,3
As time goes by - Complete vocal by Dooley Wilson,Max Steiner,5kcYD1LPNKqgwl2qPgL85i,1
As time goes by - Complete vocal by Dooley Wilson,Dooley Wilson,5kcYD1LPNKqgwl2qPgL85i,1
Going Down Slowly,The Pointer Sisters,3tYadzVgDqad92AVugW8jh,0
Wow,Kate Bush,1hbB7wFZ28n5vOfMEEY2Jw,5
Come Back To What You Know,Embrace,2BjvbCwtueWDGi0QKgT3yy,0
Bringing on Back the Good Times,Love Affair,5lTt14toQl0N1XrOwLEIRI,2
Scooby Snacks,Fun Lovin' Criminals,0AwxXvGoYpioYfJeafgvTD,3
Hang On In There Baby,Johnny Bristol,4RYNJVKgNpwSZguajVfsef,0
Portrait,Duke Special,5bcIXeJcORKX0Y1ru9bLc0,1
It Hurts So Good - 1,Millie Jackson,4hfbO0gyFunOOC8uZhem0c,0
You're Not Alone,Embrace,1C67eNHzkZ7s4w2cczADuL,0
Do You Want To,Franz Ferdinand,6WrnSlcN0dzTO80mVVbBto,3
I Close My Eyes And Count To Ten - Mono Version,Dusty Springfield,5YNHEq37CQQDpNlDEpf93x,1
Hey! Jealous Lover,Frank Sinatra,4o1GXKwgJ9GE0kZonle9ru,1
Preachin' Blues,Larkin Poe,2oVDBaesJPlOsvr3FmRIFW,0
Miracle,CHVRCHES,2czyivBXRydmoS98HSfoOb,0
I'll Take You There,The Staple Singers,4j0M3v7GPijfIrzjN8QcuK,3
Head On (Hold On To Your Heart),Man Man,6pwYi8JStPRDK7bk2qul9w,3
Smile Like You Mean It,The Killers,1jUT2mNIfOYH1m5KLV2UbY,2
Born This Way,Lady Gaga,30XU4suKzCeoCK9YFzdufg,0
Look at Me,Geri Halliwell,7jsYlbbaAzP2VHkLGlfn6r,2
Pills,Bo Diddley,2GYMh2DM8rWC52Xjx9g2od,1
Rhinestone Eyes,Gorillaz,1foMv2HQwfQ2vntFf9HFeG,2
Show Me How to Live,Audioslave,1Qdnvn4XlmZANCVy3XjrQo,0
Lies,McFly,13KETZUAfDjhLMNOKpBzHR,2
Baby Please Don't Go,Big Joe Williams,0uEqOTl9MBO6yyWoy6NSKe,1
She Caught the Katy and Left Me a Mule to Ride - Live,Taj Mahal,03v83Zw6kzHlIRJZ6LQQBl,0
Uptight (Everything's Alright) - Single Version,Stevie Wonder,3afRkFsUO8Tc1zu8P1VNtV,2
The Steam Arm Man,Blackbeard's Tea Party,4y32XMRc252imT1TwBtoKE,3
Just Like a Pill,P!nk,1BpV8IGf4XsRRJf4Xuui9q,0
From Russia With Love,Matt Monro,5BAHAfFiz8NbgTHf9MgleH,5
Fire,Kasabian,0Ln5tJyLX5qusquBOtq7wf,0
Welcome To The Cheap Seats,The Wonder Stuff,2cfHcDQrAgUXmNHyCiWNj1,0
Just Because,Lloyd Price,5Gu2asdPkdaHUmnFZ1FX7I,1
I Don't Know,Ruth Brown,0NYxqPqh40x0CILlzovfLf,1
My Perfect Cousin,The Undertones,7imgYc9CZjThKX8Qetcvmn,3
Kissing a Fool - Remastered,George Michael,3SiP2knhdEMzoZtR6tKFw0,0
Seven Days Too Long - Mono,Chuck Wood,1WfHZKUkTwKQ57ukwd21PA,1
Love Song,The Damned,3rz9USQJi0oPy73382G7as,2
High School Confidential,Jerry Lee Lewis,0gpd7NTj9XbXVFIv5qboPn,0
Apache,The Shadows,0sZy1HE2aGBQABHfVRQ4jB,2
Can't Play Dead,The Heavy,6VNRBXV7lQz9VAHhsfYkrE,2
Time After Time,Cyndi Lauper,1Jj6MF0xDOMA3Ut2Z368Bx,1
You Keep Me Hangin' On - Album Version / Stereo,The Supremes,2sxqQn70WSbWkPZQqWGROl,2
The Only Loony Left in Town,Carter The Unstoppable Sex Machine,72YsXvfxcMdFxYi1jWmBPd,0
Let's Get Married,The Proclaimers,1nMp3fQfV1BqADOjuicW9T,0
Strange Weather,Anna Calvi,2CwHFaG0rLOGpYDm9ShLME,5
Strange Weather,David Byrne,2CwHFaG0rLOGpYDm9ShLME,5
Time,Tom Waits,65TIlSzHRK25EE5P972aYG,1
Take This Waltz - Paris Version,Leonard Cohen,57IgBrx4h4bYxkcKCnxfGT,5
Two Sevens Clash,Culture,4ueq6n73MAh23KMabKrpI0,2
Happens to the Heart,Leonard Cohen,2DkpoHJ1h88e9dyc6SFIm2,5
"Handel: Water Music, Suite No. 2 in D Major, HWV 349: II. Alla Hornpipe",George Frideric Handel,3tWp3CE214ezoQYNbjNKuX,4
"Handel: Water Music, Suite No. 2 in D Major, HWV 349: II. Alla Hornpipe",Sir Neville Marriner,3tWp3CE214ezoQYNbjNKuX,4
"Handel: Water Music, Suite No. 2 in D Major, HWV 349: II. Alla Hornpipe",Academy of St. Martin in the Fields,3tWp3CE214ezoQYNbjNKuX,4
Goody Two Shoes,Adam Ant,60fGLYzj9FmXxAnuZd11tO,2
Pineapple Head,Crowded House,0T5LYz9wDgjWsih6MfkVd2,0
You Got It,Roy Orbison,6r20M5DWYdIoCDmDViBxuz,0
Merano,Benny Andersson,4eE1atyvmcGwcrvZMoVIQq,1
Merano,Björn Ulvaeus,4eE1atyvmcGwcrvZMoVIQq,1
Merano,Tim Rice,4eE1atyvmcGwcrvZMoVIQq,1
Merano,Murray Head,4eE1atyvmcGwcrvZMoVIQq,1
Merano,Anders Eljas,4eE1atyvmcGwcrvZMoVIQq,1
Merano,Ambrosian Singers,4eE1atyvmcGwcrvZMoVIQq,1
Merano,London Symphony Orchestra,4eE1atyvmcGwcrvZMoVIQq,1
I Hear You Knocking,Smiley Lewis,0Zck3bBRmVetLroBkSbPK7,3
It Might as Well Rain Until September,Carole King,18NtcPaUBR58Lq6A6bMdXf,1
River Deep Mountain High - (Private Dance Mix) [2009 - Remaster],Erasure,7BCmgh8UMyI7TfOzSOmFJO,0
My Insatiable One,Suede,22Kr3XYhTH3YSymLmJs57q,3
Strumpet - Radio Edit,My Life Story,04VrnFiPlGLwinZDZ6kEY8,0
Strumpet - Radio Edit,George Shilling,04VrnFiPlGLwinZDZ6kEY8,0
Tonight the Streets Are Ours,Richard Hawley,68UGKNGREtwsO7fDRwftZ2,0
The Blues Had a Baby and They Named It Rock and Roll,Muddy Waters,0uqCSaw89DrglZ8LTgMfvM,3
Civil War,Guns N' Roses,6i4Qi1mJxXjqNIL9HfJhRs,2
The Long And Winding Road - Remastered,The Beatles,2rG2c14sIgzyIRdbw3edaL,1
Blind Willie McTell - Studio Outtake - 1983,Bob Dylan,1pJdqFpw52UQpItDRMoca3,1
I'm Every Woman,Chaka Khan,2M55R2A9IAhLdsCGFj8r8k,2
Road Rage,Catatonia,1A7pz58VR2Lpc19c58QdSo,0
Terry,Twinkle,2RGoQSyesiUe15WN5ybjKw,0
I Could Be Happy,Altered Images,2lLF68ZAnH2ZxnUEaRsrit,3
Honkey Tonk Train Blues (03-07-37),"Meade ""Lux"" Lewis",7tByyKnK8JOaWndvRaxCQL,4
Cupid,The Big Moon,3dvvQrTIzBbPh5egjpSs1n,3
Oh! Darling - Remastered,The Beatles,59CLXQLZKxRPzMW8S8Gt9N,3
Amie,Damien Rice,5aYW9RJyVjqFlNHjlfL1Kw,1
Clubland,Elvis Costello & The Attractions,65k2SDI7UCQg6bjHdPIGdp,2
24 Hour Party People,Happy Mondays,0QPANNFhh1LG4qmN1ZXkIG,3
Tangled up in Blue,Bob Dylan,6Vcwr9tb3ZLO63F8DL8cqu,0
Ruby Tuesday - Mono Version,The Rolling Stones,17v6Pxyp0CSDm58GdAyhHU,1
The Groover,T. Rex,6Fz0uKvXsx6ATAwolnzk3N,0
Strange Town,The Jam,1IoCE925OTxvKCck51D4ip,3
Touch Me,The Doors,4BVE5tIIpYabZcYCbephNW,3
Ameno,ERA,7mfvOqsvzZaUl7sfbcNk4E,2
If You've Got the Money I've Got the Time,Lefty Frizzell,3jvNwwHkWjELV3QALVz47D,1
"Ain't Got No / I Got Life (From the Broadway Musical, ""Hair"") - (Groovefinder Remix)",Nina Simone,2Vho6wO3pc56myjZP5miHm,0
"Ain't Got No / I Got Life (From the Broadway Musical, ""Hair"") - (Groovefinder Remix)",Groovefinder,2Vho6wO3pc56myjZP5miHm,0
The Man I Love,Billie Holiday,0ndEbK6LnERIPBG6t4gXDX,1
Maybe This Time,Liza Minnelli,2Oam4p5G5GfyzLLBuMTJty,1
Barcode Bypass,Mull Historical Society,7A6xa2bclsZan9P4NrkhKE,1
Precious - 2006 Digital Remaster,Depeche Mode,7gJFpqLB4S1r6PeFR1DGev,3
Dark Lady,Cher,1MXnMdktScmuPOWhXe9kHw,0
99 Red Balloons,Nena,7p8HVe22aGW1XtO1hoDHGo,3
Over Under Sideways Down - The Mono Album,The Yardbirds,07KYQySlrmE94gaLbhvp4X,0
Earth Song - Radio Edit,Michael Jackson,2pSccP1kWvZcc9V9vWTfBW,1
The Ying Tong Song,The Goons,30vcY6ktVYBQnxMDe4iuFk,1
Gin Soaked Boy,The Divine Comedy,5xNkwyxYi8i0x5JwYmQHC6,0
24,Jem,7qOSylQyXSIIXrXMhr8wWd,2
Red Right Hand - 2011 Remastered Version,Nick Cave & The Bad Seeds,0qHeP8zt2WWef7EWCs1ECj,2
I Give You Power,Arcade Fire,3IJSMMrOFKQSapNlx0g23G,3
I Give You Power,Mavis Staples,3IJSMMrOFKQSapNlx0g23G,3
The Summer Of No Touching,Jim Bob,4pggL5udH0R5CH18cgSvRF,3
They Call Me Big Mama (08-13-52),Big Mama Thornton,6gj0izZhfaodYDMSE2O4gL,1
Tipitina - Mono,Professor Longhair,0Jz7pqRw3fumuTvQgAobH4,1
Good Rockin' Tonight,Elvis Presley,3NwbIFC8jyUPMy0fKGM7cP,0
Valentine's Day,David Bowie,7EjT4uGrhkPtsN0drHeus1,3
Thunder,Prince,7LHCsxtZf23uTUZItk4iXd,0
At the End of the Day,Les Misérables-Original London Cast,4ebEVhWoJ35j4XcG9i5Tbu,5
King Bee Shakedown,Joe Bonamassa,0BCVkygu0IIKP864Y8A8Gv,0
True Colors,Cyndi Lauper,2A6yzRGMgSQCUapR2ptm6A,1
Shake It Out,Florence + The Machine,7aliOjqVEBd3ZZ8NMkuifd,0
Dat,Pluto Shervington,6n6L9paWR9XLW0XLnX0elE,1
"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro",Wolfgang Amadeus Mozart,7AXul8TGnkgrWaMXUNevTq,4
"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro",David Parry,7AXul8TGnkgrWaMXUNevTq,4
"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro",London Philharmonic Orchestra,7AXul8TGnkgrWaMXUNevTq,4
Slow Emotion Replay,The The,1qDJlpLzK9kvwV7fosIoFm,0
Street Tuff,Double Trouble,6oBop0P8RwInwACxnqD21i,3
Street Tuff,Rebel MC,6oBop0P8RwInwACxnqD21i,3
White Wedding - Pt. 1,Billy Idol,1gzIbdFnGJ226LTl0Cn2SX,0
You're The Storm,The Cardigans,48XfFDJZcVqIde17pagdSV,0
The Stoop,Little Jackie,373aW6UITF50OkMp5sG7UC,3
We All Stand Together,Paul McCartney,5b8F06jLWewZVP5mSw4NtW,1
Wang Dang Doodle,Howlin' Wolf,1LEacXCo9v6TtcAiOpehWc,2
The End Of The World Is Bigger Than Love,Jens Lekman,6zUJkJyfFOOKmujVQ3wXDe,3
That's Entertainment - Remastered,The Jam,4Kvzy1C8wqQ6iROpx9b1hS,2
Glass Spider - 2018 Remaster,David Bowie,6giqQvHr7k7noxq7U9iV2K,2
"Theme (From ""Red Dwarf"")",Ian Hu,60PybSJYATUF3iO1RdNbii,3
"Theme (From ""Red Dwarf"")",Mark Lambert,60PybSJYATUF3iO1RdNbii,3
It Must Be Love,Labi Siffre,70Y4jSu8zk3l8gyKTUz3l0,5
Drive My Car - Remastered,The Beatles,02wfEb4PyvM4XvsqDNtqVm,3
Teen Angst (What The World Needs Now),Cracker,21gRGP5LdIgto8sznRZ7xz,0
"Can't Get Enough Of You, Baby",? & The Mysterians,2Tq46dfLY7eGLbGybpjUQ7,0
They Can't Take That Away From Me,Fred Astaire,6aD7zzkzL8ml4lMgklZQph,1
All Around the World - Remastered,Oasis,2WuJ2h9pyzMovsLyOzKSRs,0
Smash It Up,The Damned,12mEx5K9FVDFci9RNmCWuu,3
Sister Midnight,Iggy Pop,4pU9OwAXdwghkgUhaZQQ3Q,3
Crystal - Radio Edit; 2015 Remaster,New Order,6we46yC7yWsGc9qTIpxaXR,2
Good Grief Charlie Brown,Carter The Unstoppable Sex Machine,23L4CienDQkq3c4TgsHRTF,0
Harder Than You Think,Public Enemy,5YpZh8wfS4moRBk0ijNcXr,2
We've Only Just Begun,Carpenters,5TABZzFoytZUIE1qkrT92d,5
Victorious,Panic! At The Disco,6od5hFv9IT5JHc7NEF9HRv,0
Forever Autumn,Jeff Wayne,5nQA7F1fPa23sY8CPPA9Hr,5
I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,1XLDwj2XXXNPOJvpvjHOas,3
Shout,Lulu,317IZhdCGvInrl3vcmxOlq,3
We Are Detective,Thompson Twins,0vIP8uyw1PFBjKbCLaJmTQ,0
It Takes Two,Marvin Gaye,0UERoCKd24PKovd4BwRzBQ,3
It Takes Two,Kim Weston,0UERoCKd24PKovd4BwRzBQ,3
Prince Charming,Adam & The Ants,5Ikdh91DdEq44cfpIKRsLw,0
Communication Breakdown - 1990 Remaster,Led Zeppelin,0yVs7eSL8mPnIu2CGKHpUQ,3
You Love Us - Remastered,Manic Street Preachers,7v0BY9yiDJtNPoKx4JEULV,3
Hand in My Pocket - 2015 Remaster,Alanis Morissette,2lE7oRoKssULAtbWViL385,3
Magic America - 2012 Remaster,Blur,4EcSkkNLSHSWy5AFktHu6N,0
Come Away With Me,Norah Jones,0Cvjlph1WGbwZY1PlMEtJY,1
Blowin' in the Wind,Bob Dylan,6KjqfAk6vLV5V8eOPz8EhH,1
"I'm a Knight, Pt. 1",Horrible Histories,1gpNwU6mboZCtQbLqUSzFF,1
One Fing 'N' Anuuver - Radio Edit,Chas & Dave,35B8dpi3KiKih1vphhA0VP,0
Law Of The Land,The Temptations,2prNrKCO3ivLJEymEDVVnG,0
Mony Mony,Tommy James & The Shondells,3YZI5JeSt1sc4yUrEl4I1y,3
Words,Boyzone,2dNjHVd9urrtILcZBK70r1,0
The One I Love - Remastered 2012,R.E.M.,2fdfsGuqb6SBX5ocoBWHUd,3
Two Pints Of Lager And A Packet Of Crisps,Splodgenessabounds,4HHi4G5GB24QlbhMWtGERF,2
Rage To Love,Kim Wilde,7oC8ku9UU90J43NejVr0A9,0
Freewheel,Duke Special,38QLU1uJTqYJgeEMcxGcOp,0
Freight Train (feat. Nancy Whiskey),Chas McDevitt Skiffle Group,7ikyLstKEKaFkcyCD0B7hn,1
Freight Train (feat. Nancy Whiskey),Nancy Whiskey,7ikyLstKEKaFkcyCD0B7hn,1
The Elements,Tom Lehrer,1O7jntBJTdX7HPoZOwjmaS,1
Telegram Sam - 2012 Remaster,T. Rex,7ElGy754P0HEOkS5r75xKv,3
Music to Watch Girls By,Andy Williams,2D26wSZKpvRa4InxXW8lNu,1
The Blue Danube,Johann Strauss II,1m9HmCTEt8DyAyGo1de50h,4
The Blue Danube,David Parry,1m9HmCTEt8DyAyGo1de50h,4
The Blue Danube,London Philharmonic Orchestra,1m9HmCTEt8DyAyGo1de50h,4
Save Me,Embrace,0n3bL2faXH8uTKCz0HCB95,0
Lenny and Terence,Carter The Unstoppable Sex Machine,5GnkOk4KT1FLGDLrQSGpnk,3
It's the End of the Storm,The Exciters,3IM5a0okeE6S2mDNBigzAC,2
Don't Get Lost in Heaven,Gorillaz,4hjGZN8poACfjWCK3Og6vY,1
Wicked Game - Remastered,Chris Isaak,5l91KHr9uF8wdSdtRoZba8,1
That's All Right,"Arthur ""Big Boy"" Crudup",7qOFo8CJMGexuOkSOynx6b,5
I'm So Excited,The Pointer Sisters,2u8MGAiS2hBVE7GZzTZLQI,0
Run Like Hell - 2011 Remastered Version,Pink Floyd,72Uru9U7QJQKWhiCY7lkyO,0
"Welcome To The Pleasuredome - 7"" Mix",Frankie Goes To Hollywood,1LBafcbDWHj8AsfbpD6oty,0
It's Only Rock 'n' Roll (But I Like It) - Remastered,The Rolling Stones,4h385lRE0c4zR78GErkmT7,0
I Don't Wanna Go On With You Like That - Remastered,Elton John,2FDfN5ZjG7jFhXuPQ3jO5M,2
New York City Boy - US Radio Edit; 2003 Remaster,Pet Shop Boys,2GRmwhqEXIjEtkouHKkbaQ,2
Monsters and Angels,Voice Of The Beehive,4SLY61BWDF7uZ8RcuuPDaE,0
Monsters and Angels,Julian Mendelsohn,4SLY61BWDF7uZ8RcuuPDaE,0
Monsters and Angels,Mixed By: Julian Mendelsohn,4SLY61BWDF7uZ8RcuuPDaE,0
Ain't That Love,Ray Charles,7iqWZNpHBAK5jE6e9gPKj9,0
Common People,William Shatner,6pT57VywIGw8eyKB22Gq63,3
The Morning Papers,Prince,1Q52V3Lq3yxsYaeZrPdPJZ,2
This Land is Your Land,Woody Guthrie,7CNaYAdLyi86kofGafReiT,1
Waltz,Katie Gately,1VEJDYFjzIzi91n8XwM1ik,1
An Innocent Man,Billy Joel,1Gg14U26oq94uWcG7khccX,3
Barefootin',Robert Parker,0VwK5pLjwFPy8FSEC1htp9,0
Narayan,The Prodigy,3FINH3tGdSBtts7DP2hLSE,3
The Very Thought Of You,Nat King Cole,63tbczwYZv3Mctr064eQR4,1
Hit the Road Jack (feat. Ruby Turner),Jools Holland,6NRk9VuQjlwBH6AU6vAjX8,2
Hit the Road Jack (feat. Ruby Turner),José Feliciano,6NRk9VuQjlwBH6AU6vAjX8,2
Hit the Road Jack (feat. Ruby Turner),Ruby Turner,6NRk9VuQjlwBH6AU6vAjX8,2
Best of My Love,The Emotions,2M2WJ7gBlcKNxdhyfPp9zY,3
"World In My Eyes - 7"" Version",Depeche Mode,0NzM39olnbRludRpMt9D0Y,2
Goodbye Mr A - Radio Edit,The Hoosiers,54OdyjsCSAR6v3Oet8L8XP,0
Wrecking Ball,Emmylou Harris,7AhLSMrjWMULOB9UH7lI7p,1
Let It Be - Remastered,The Beatles,5V1AHQugSTASVez5ffJtFo,1
Can't Stand Losing You,The Police,4scS449npSaFolwj9b4RJD,2
That'll Do,Peter Gabriel,0AQWmvgqEDFEz4zewOx9RL,1
That'll Do,Paddy Moloney,0AQWmvgqEDFEz4zewOx9RL,1
That'll Do,The Black Dyke Mills Band,0AQWmvgqEDFEz4zewOx9RL,1
Suddenly,Anna Calvi,6Q0xH7YYcAmGw1jXJoIgzF,0
Whispering Your Name - Remastered,Alison Moyet,3imhU0OmlMyQr2spF8OCnr,1
Father Figure - Remastered,George Michael,6eL7t6s1AL4l982wfAU8pv,3
(Just Like) Starting Over - Remastered 2010,John Lennon,7tqQI7nmRAqX0g8bIYDXmF,0
Greenfields,The Brothers Four,7LAsDdinXejDwodvelVVTa,5
Spitfire,Public Service Broadcasting,2vRI17zbIpXatNS3IS1ktx,0
When I Grow Up (To Be A Man) - Remastered,The Beach Boys,21JolWeTvR7S0dGZ348vxq,0
Love You So Bad,Ezra Furman,5141H4ftZMaTJIuMOhJ5J3,1
sticks + stones,Nicola Roberts,2Nupcltis9x2hQYuEIOuD0,1
It's Getting Better,Cass Elliot,5i57kxwmEA5sKDNp7XdQHe,3
Love Me Two Times - New Stereo Mix,The Doors,2wxh20q3b6mKaCgJVYTzAY,2
Miracles - Radio Edit,Pet Shop Boys,1IRM7nZFVlY9c6SB6VPD6P,2
Grey Day,Madness,6TiWVjENajRqyrcYFBSVuD,2
Big Bad Handsome Man,Imelda May,2VaIkSpBt7BaWo5eNF7JcZ,0
Where's Captain Kirk?,SpizzEnergi,4wU9PCBwLiRoG4PfksIHjD,0
This Is the Sea - 2004 Remaster,The Waterboys,3hVK3oiGrYAixv3K6BI0Gd,3
Open Your Heart,Madonna,3kme5Qos8h04yrKxsgur79,0
Please Mr. Postman - Single Version / Mono,The Marvelettes,4A124XvQG7wrhbOLB0kkqL,1
Our God,Chris Tomlin,40lKptao1hxVqA7fd1OOGp,0
Estranged,Guns N' Roses,3s03nrUInN3NAVjQtmnS0O,0
Love Is a Catastrophe,Pet Shop Boys,5NYqFbjif9fAeQkm59m1CP,2
Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,2
Have A Cuppa Tea,The Kinks,5Dz2OeNk8HTZncOoFS9ASp,1
I Fought the Law - Single Version,The Bobby Fuller Four,6Um3XCAxl9YfFmAnGl93xc,0
Rossini: Guillaume Tell: Overture (Excerpt),Gioachino Rossini,2UHzjl3RQqf66OSA3COGZH,4
Rossini: Guillaume Tell: Overture (Excerpt),Philharmonia Orchestra,2UHzjl3RQqf66OSA3COGZH,4
